Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,Режим работы,Тип строения,GPS координаты. широта,GPS координаты. долгота,Дата закрытия точки,Дата открытия точки,ТП,assigned,Оплата
50511670,МТС ФР,Республика Башкортостан,Верхние Киги,село Верхние Киги улица Советская 2,"пн-сб 09:00-19:00, вс 10:00-18:00",ТЦ,55.410694,58.602478,,,,,400
50513800,МТС ФР,Республика Башкортостан,Верхние Татышлы,село Верхние Татышлы улица Ленина 68,"ежедн. 09:00-19:00, перерыв 13:00-14:00",ТЦ,56.290789,55.856175,,,,,400
50513155,Виртуальный монобренд,Республика Башкортостан,Зилаир,село Зилаир улица Ленина 72а,"пн-сб 09:00-19:00, вс 10:00-18:00",Стрит,52.235284,57.439646,07-09-22,30-09-22,,,400
50503381,МТС ФР,Республика Башкортостан,Иглино,село Иглино улица Горького 41а,"пн-пт 09:00-18:00, перерыв 10:45-11:00, перерыв 13:00-14:00, перерыв 15:45-16:00; сб-вс 10:00-17:00, перерыв 10:45-11:00, перерыв 13:00-14:00, перерыв 15:45-16:00",Стрит,54.826437,56.403474,09-09-22,12-09-22,,,400
50511669,МТС ФР,Республика Башкортостан,Инзер,село Инзер улица Энергетиков 45а,ежедн. 09:00-19:00,Стрит,54.220226,57.569658,14-09-22,30-09-22,,,400
50514948,МТС ФР,Республика Башкортостан,Исянгулово,село Исянгулово улица Октябрьской революции 45,ежедн. 09:00-18:00,Стрит,52.190156,56.583748,,,,,400
50510610,МТС ФР,Республика Башкортостан,Ишимбай,город Ишимбай улица Стахановская 35,ежедн. 10:00-21:00,ТЦ,53.438536,56.046568,,,,,400
50515743,МТС ФР,Республика Башкортостан,Караидель,село Караидель улица Ленина 13,ежедн. 09:00-19:00,Стрит,55.829279,56.913501,27-09-22,29-09-22,,,400
50503393,МТС ФР,Республика Башкортостан,Кармаскалы,село Кармаскалы улица Кирова 30,"пн-пт 09:00-19:00, перерыв 11:00-11:15, перерыв 13:00-14:00, перерыв 16:00-16:15; сб-вс 10:00-17:00, перерыв 11:00-11:15, перерыв 13:00-14:00, перерыв 16:00-16:15",ТЦ,54.370688,56.170271,,,,,400
50515463,МТС ФР,Республика Башкортостан,Краснохолмский,село Краснохолмский улица Стадионная 7а,"ежедн. 09:00-19:00, перерыв 14:00-15:00",Стрит,55.983066,55.050953,,,,,400
50516438,Виртуальный монобренд,Республика Башкортостан,Кушнаренково,город Кушнаренково улица Большевистская 4/б,"пн-пт 10:00-18:00, перерыв 13:00-14:00; сб 10:00-17:00, перерыв 13:00-14:00",Стрит,55.105696,55.349121,,,,,400
50511668,МТС ФР,Республика Башкортостан,Малояз,село Малояз улица Советская 57/1,"пн-сб 09:00-19:00, вс 09:00-17:00",ТЦ,55.178676,58.157354,,,,,400
50510623,МТС ФР,Республика Башкортостан,Нефтекамск,город Нефтекамск проспект Юбилейный 18,ежедн. 10:00-21:00,ТЦ,56.088157,54.236917,,,,,400
50514673,МТС ФР,Республика Башкортостан,Новобелокатай,село Новобелокатай улица Советская 134,ежедн. 10:00-19:00,ТЦ,55.709571,58.956163,,,,,400
50515099,МТС ФР,Республика Башкортостан,Прибельский,село Прибельский улица Ленина 2в,ежедн. 09:00-19:00,ТЦ,54.378340,56.449243,15-09-22,17-09-22,,,400
50503675,МТС ФР,Республика Башкортостан,Раевский,село Раевский улица Коммунистическая 94,ежедн. 09:00-20:00,ТЦ,54.061607,54.929518,,,,,400
50503368,МТС ФР,Республика Башкортостан,Раевский,село Раевский улица Кускова 63,"пн-пт 09:00-19:00, перерыв 11:00-11:15, перерыв 16:30-16:45; сб-вс 10:00-17:00, перерыв 11:00-11:15",Стрит,54.072025,54.945891,,,,,400
50513799,МТС ФР,Республика Башкортостан,Старобалтачево,село Старобалтачево улица Кооперативная 27а,"ежедн. 09:00-19:00, перерыв 13:00-14:00",ТЦ,56.001942,55.928598,,,,,400
50514802,МТС ФР,Республика Башкортостан,Стерлибашево,поселок Стерлибашево улица Ленина 97,ежедн. 10:00-19:00,Стрит,53.439262,55.262353,,,,,400
50516586,Виртуальный монобренд,Республика Башкортостан,Стерлитамак,город Стерлитамак улица Худайбердина 120,ежедн. 10:00-19:00,ТЦ,53.628576,55.940365,,,,,400
50517416,МТС ФР,Республика Башкортостан,Уфа,город Уфа площадь Верхнеторговая 1,ежедн. 10:00-21:00,ТЦ,54.724833,55.944174,,,,,300
50516584,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа проспект Октября 11,ежедн. 10:00-19:00,Стрит,54.742902,55.987985,,,,,300
50517672,МТС ФР,Республика Башкортостан,Уфа,город Уфа проспект Октября 31,ежедн. 10:00-21:00,ТЦ,54.750676,55.996582,,,,,300
50516579,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица 8 марта 32/1,ежедн. 10:00-19:00,Стрит,54.735641,55.985802,,,,,300
50516580,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица 8 марта 32/1,ежедн. 10:00-19:00,Стрит,54.735641,55.985802,,,,,300
50516324,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица Гвардейская 58/4,"ежедн. 10:00-20:00, перерыв 14:00-15:00",ТЦ,54.758179,56.244589,,,,,300
50516581,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица Жукова 10,ежедн. 10:00-19:00,ТЦ,54.770162,56.059599,,,,,300
50516582,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица Ленина 9/11,ежедн. 10:00-19:00,Стрит,54.727593,55.947723,,,,,300
50516583,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица Первомайская 31,ежедн. 10:00-19:00,Стрит,54.816660,56.079101,,,,,300
50516585,Виртуальный монобренд,Республика Башкортостан,Уфа,город Уфа улица Цюрупы 97,ежедн. 10:00-19:00,ТЦ,54.736982,55.957802,,,,,300
50503778,МТС ФР,Республика Башкортостан,Федоровка,село Федоровка улица Коммунистическая 90,"пн-пт 09:00-19:00, перерыв 11:00-11:15, перерыв 16:30-16:45; сб-вс 10:00-18:00, перерыв 11:00-11:15",ТЦ,53.177669,55.185389,,,,,400
50503826,МТС ФР,Республика Башкортостан,Шаран,село Шаран улица Центральная 12в,"пн-пт 09:00-18:00, сб-вс 10:00-18:00",ТЦ,54.822056,54.000055,,,,,400
50511086,МТС ФР,Республика Башкортостан,Языково,город Языково улица Пушкина 11,"ПН-ПТ 12:00-19:00, СБ-ВС 12:00-18:00",ТЦ,54.690486,55.017203,02-09-22,16-09-22,,,400
91306267,МТС ФР,Республика Бурятия,Бабушкин,город Бабушкин улица Кяхтинская 4,"ежедн. 09:00-19:00, перерыв 13:00-14:00",Стрит,51.716432,105.860189,22-08-22,23-08-22,,,450
91301967,МТС ФР,Республика Бурятия,Бичура,село Бичура улица Советская 46е,"пн-пт 08:00-18:00, сб-вс 09:00-18:00, перерыв 12:00-13:00",ТЦ,50.58963,107.59699,10-08-22,11-08-22,,,450
91301402,МТС ФР,Республика Бурятия,Гусиноозерск,город Гусиноозерск улица Ленина 28а,"ежедн. 09:00-19:00, перерыв 13:00-14:00",Стрит,51.287296,106.534413,14-09-22,15-09-22,,,450
91301400,МТС ФР,Республика Бурятия,Заиграево,поселок городского типа Заиграево улица Серова 25,"пн-пт 09:00-18:00, сб 09:00-15:00, перерыв 13:30-14:30",Стрит,51.834279,108.267271,10-08-22,11-08-22,,,450
91301708,МТС ФР,Республика Бурятия,Закаменск,город Закаменск улица Ленина 18,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб-вс 10:00-17:00, перерыв 13:00 -14:00",Стрит,50.377164,103.290013,27-09-22,30-09-22,,,450
91301844,МТС ФР,Республика Бурятия,Иволга,село Иволга улица Ленина 25,"ежедн. 09:00-18:00, перерыв 13:00-14:00",Стрит,51.745476,107.274826,06-09-22,07-09-22,,,450
91307697,МТС ФР,Республика Бурятия,Ильинка,село Ильинка улица Коммунистическая 40,"пн-пт 10:00-18:00, перерыв 13:00-14:00",ТЦ,52.122782,107.266975,,,,,450
91306265,МТС ФР,Республика Бурятия,Каменск,поселок городского типа Каменск улица Сухомлина 2А,"ежедн. 09:00-19:00, перерыв 13:00-14:00",ТЦ,51.983314,106.581617,,,,,450
91301302,МТС ФР,Республика Бурятия,Кырен,село Кырен улица Ленина 102б,"пн-пт 10:00-18:00, перерыв 14:00-15:00; сб 10:00-15:00",Стрит,51.682401,102.135159,,,,,450
91302628,МТС ФР,Республика Бурятия,Мухоршибирь,село Мухоршибирь улица Доржиева 15Ж,"ежедн. 09:00-18:00, перерыв 13:00-14:00",Стрит,51.045769,107.823724,,,,,450
